1000,0.24770589,0.32156214
2000,0.23606947,0.30520222
3000,0.24041353,0.29514477
4000,0.2371798,0.30961385
5000,0.24305062,0.28750318
6000,0.2395052,0.30819398
7000,0.23719053,0.29817748
8000,0.23491776,0.36269227
9000,0.23613647,0.34415984
10000,0.22692959,0.337607
11000,0.2235521,0.3523886
12000,0.21581106,0.347823
13000,0.20239063,0.36575493
14000,0.20375517,0.37358165
15000,0.20670524,0.3861792
16000,0.19458939,0.3820097
17000,0.19048743,0.4163868
18000,0.1957326,0.39723822
19000,0.18821804,0.39644557
20000,0.20812948,0.4028779
21000,0.18173663,0.4196847
22000,0.197789,0.39402825
23000,0.19233032,0.40602493
24000,0.20083217,0.37839615
25000,0.19085304,0.43297037
26000,0.19268346,0.44400832
27000,0.17932728,0.42782846
28000,0.1922628,0.45594856
29000,0.18990473,0.41634122
30000,0.17624713,0.44654223
31000,0.18605785,0.43741074
32000,0.17939751,0.4468565
33000,0.18848689,0.42530724
34000,0.17119676,0.43142936
35000,0.18437664,0.46262375
36000,0.17080109,0.4495325
37000,0.18147245,0.36060593
38000,0.1882681,0.44896078
39000,0.18445797,0.44971666
40000,0.1973608,0.45021746
41000,0.19803274,0.4071961
42000,0.2046128,0.40544033
43000,0.19396162,0.40684676
44000,0.19348054,0.40159392
45000,0.21254747,0.38433313
46000,0.21922381,0.38212243
47000,0.20891388,0.37422943
48000,0.21132031,0.3888091
49000,0.21398957,0.36101565
50000,0.2006887,0.2871451
51000,0.21414347,0.3654537
52000,0.21506575,0.3801554
53000,0.20684762,0.38358098
54000,0.20629334,0.39757368
55000,0.21752618,0.35995787
56000,0.21000437,0.38011923
57000,0.20692296,0.37319103
58000,0.21042965,0.41531602
59000,0.21481276,0.3646564
60000,0.19838373,0.3713314
61000,0.20742925,0.39062533
62000,0.20432043,0.36991906
63000,0.1848614,0.3840908
64000,0.19390605,0.42225334
65000,0.206057,0.37470475
66000,0.18730012,0.41284066
67000,0.19848488,0.38276014
68000,0.20777562,0.37982634
69000,0.19935034,0.4214754
70000,0.19197367,0.43331906
71000,0.18970405,0.35753223
72000,0.1821085,0.43447208
73000,0.18725346,0.4500609
74000,0.19010003,0.43627214
75000,0.18025878,0.42888913
76000,0.19017081,0.41163763
